Datetime,gold_close,dxy_close,vix_close,gold_return_1h,dxy_return_1h,vix_return_1h,gold_return_24h,dxy_return_24h,vix_return_24h,future_gold_return_24h
2025-12-18 20:00:00+00:00,4365.89990234375,98.45800018310547,16.760000228881836,0.0019966277979628355,0.0003149362407202094,-0.018735345213911736,0.0045557636139530455,-0.000497463116242769,0.03777093651764907,0.024760095300906615
2025-12-18 21:00:00+00:00,4363.89990234375,98.43800354003906,16.850000381469727,-0.0004580957064376223,-0.0002030982046071772,0.0053699374319098325,0.0041418349259016995,-0.0017239794539901654,0.04269805325326881,0.025092234572380967
2025-12-19 08:00:00+00:00,4355.0,98.64099884033203,16.190000534057617,-0.002039437783385001,0.0020621639305229422,-0.0391691295234583,0.0017251293847038163,0.0015941440113662608,0.0,0.026544224490528068
2025-12-19 09:00:00+00:00,4358.60009765625,98.66400146484375,16.149999618530273,0.0008266584744547334,0.000233195372939754,-0.002470717369230324,-0.003429668846047007,0.0023162711050197515,-0.007375589173762909,0.02532921118482867
2025-12-19 10:00:00+00:00,4358.0,98.65599822998047,16.280000686645508,-0.00013768128362423582,-8.111605797922472e-05,0.008049601931016337,-0.0025861820411996472,0.0028462102632791364,0.0036992216911879705,0.026273519963285974
2025-12-19 11:00:00+00:00,4357.10009765625,98.69499969482422,16.360000610351562,-0.00020649434230146646,0.00039532786189888647,0.004914000020385556,-0.0010088048478160694,0.0042328510572229305,-0.05814623949819053,0.028344540458556944
2025-12-19 12:00:00+00:00,4356.0,98.68900299072266,16.510000228881836,-0.0002524839070926488,-6.0759958661615876e-05,0.009168680497197768,-0.002107622766621242,0.0034775119548928757,-0.04731677428933656,0.03783282935893029
2025-12-19 13:00:00+00:00,4360.0,98.63999938964844,16.360000610351562,0.0009182736455464191,-0.0004965457101520077,-0.009085379554863438,-0.0030639554220890375,0.0032138836920019287,-0.053240743040302574,0.034862385321100975
2025-12-19 14:00:00+00:00,4363.39990234375,98.58799743652344,15.5,0.0007797941155389676,-0.00052718930907103,-0.05256727251021065,-0.0009845668833600163,0.0021651581857529134,-0.11680907841474653,0.0351332209744073
2025-12-19 15:00:00+00:00,4381.2998046875,98.70600128173828,15.539999961853027,0.004102283252592764,0.001196939265257102,0.0025806427001953125,0.0027464354785464717,0.0034361284047748075,-0.09965238958402012,0.03298108014553147
2025-12-19 16:00:00+00:00,4383.7998046875,98.62000274658203,15.420000076293945,0.0005706069229329813,-0.0008712594375166471,-0.007722000376682914,0.0023779902538014763,0.002215425686362016,-0.13950892797747283,0.03074964619155529
