timestamp,idea,entry,stop_loss,take_profit,confidence,rsi,macd,macd_signal,atr,outcome
2025-12-29 18:00:00-05:00,POSSIBLE SHORT,4361.2001953125,4400.5190217770305,4295.668817871616,90,30.13545310179839,-47.365894725572616,-40.869992069951145,26.212550976353587,LOSS
2025-12-29 20:00:00-05:00,POSSIBLE SHORT,4374.7001953125,4414.039427877102,4309.134807704831,90,36.265669219805005,-43.326444777673714,-42.22869562731205,26.226155043067628,LOSS
2025-12-30 05:00:00-05:00,POSSIBLE LONG,4400.5,4366.559561079691,4457.0673982005155,90,48.20169433049251,-19.007755975965665,-28.039251414244927,22.626959280206133,LOSS
2025-12-30 06:00:00-05:00,POSSIBLE LONG,4399.60009765625,4367.087568156588,4453.787646822354,90,47.908251309980564,-16.44441665804061,-25.720284463004063,21.67501966644141,LOSS
2025-12-30 07:00:00-05:00,POSSIBLE LONG,4417.0,4384.656264460135,4470.906225899775,90,53.768733882032585,-12.86067522018675,-23.1483626144406,21.56249035990988,LOSS
2025-12-30 08:00:00-05:00,POSSIBLE LONG,4403.7001953125,4370.527461808965,4458.988084485059,90,49.211376460923574,-10.967293268504363,-20.712148745253355,22.115155669023462,LOSS
2025-12-30 11:00:00-05:00,POSSIBLE LONG,4393.5,4358.986485998058,4451.02252333657,90,47.08606627952397,-10.026707611541497,-15.812345187529326,23.00900933462811,LOSS
2025-12-30 16:00:00-05:00,POSSIBLE SHORT,4352.2998046875,4385.392349012157,4297.145564146405,90,35.49061791951715,-13.68819761791201,-13.098054009290253,22.061696216437756,WIN
2025-12-30 18:00:00-05:00,POSSIBLE SHORT,4350.89990234375,4383.857244004592,4295.97099957568,90,35.122224742147736,-14.690925859280469,-13.416628379288298,21.971561107227917,LOSS
2025-12-30 19:00:00-05:00,POSSIBLE SHORT,4354.89990234375,4387.003148171674,4301.394492630542,90,37.13032847302382,-14.99003287620235,-13.731309278671109,21.402163885283066,WIN
2025-12-30 20:00:00-05:00,POSSIBLE LONG,4378.10009765625,4344.411400776972,4434.247925788381,90,47.31591355473951,-13.20282156394751,-13.62561173572639,22.45913125285213,LOSS
2025-12-30 23:00:00-05:00,POSSIBLE SHORT,4344.60009765625,4378.083251562651,4288.794841145582,90,37.22811517811202,-13.714528167277422,-13.438463718741826,22.32210260426745,WIN
2025-12-31 01:00:00-05:00,POSSIBLE SHORT,4339.0,4380.85641383543,4269.2393102742835,90,41.950721351566834,-17.95969552480892,-15.090394695299791,27.904275890286726,LOSS
2025-12-31 02:00:00-05:00,POSSIBLE SHORT,4342.7001953125,4382.863252021292,4275.761767464513,90,43.017686288043805,-17.340925049583348,-15.540500766156503,26.775371139194817,LOSS
2025-12-31 03:00:00-05:00,POSSIBLE SHORT,4319.39990234375,4359.812036893655,4252.046344760574,90,38.25001459466192,-18.51722881664773,-16.13584637625475,26.941423033270187,LOSS
2025-12-31 04:00:00-05:00,POSSIBLE SHORT,4338.60009765625,4379.339936881162,4270.70036561473,90,43.77947947677805,-17.696172269428644,-16.44791155488953,27.15989281660803,LOSS
2025-12-31 05:00:00-05:00,POSSIBLE SHORT,4318.7998046875,4359.66177732715,4250.696516954749,90,39.8195019470521,-18.430739117184203,-16.844477067348464,27.241315093100315,LOSS
2025-12-31 06:00:00-05:00,POSSIBLE SHORT,4323.7998046875,4363.135922138604,4258.23960893566,90,41.2643006516407,-18.39735714186736,-17.155053082252245,26.224078300736007,LOSS
2025-12-31 07:00:00-05:00,POSSIBLE SHORT,4326.10009765625,4364.362227644328,4262.329881009452,90,41.95472526910282,-17.97804752675438,-17.319651971152673,25.50808665871915,LOSS
2025-12-31 08:00:00-05:00,POSSIBLE LONG,4358.7001953125,4318.746095535624,4425.2903616072945,90,50.78427304250827,-14.844072972230606,-16.824536171368262,26.636066517917783,LOSS
2025-12-31 09:00:00-05:00,POSSIBLE LONG,4360.10009765625,4320.685618287543,4425.790896604095,90,51.12806416230437,-12.107843456537921,-15.881197628402195,26.276319579137944,LOSS
2025-12-31 10:00:00-05:00,POSSIBLE LONG,4350.89990234375,4312.1364362893255,4415.505679101124,90,48.71939777906006,-10.560011485336872,-14.816960399789131,25.842310702949522,OPEN
2025-12-31 11:00:00-05:00,POSSIBLE LONG,4336.7998046875,4298.383718602365,4400.8266148293915,90,45.204529817867595,-10.35177472281066,-13.923923264393437,25.610724056756702,WIN
2026-01-02 00:00:00-05:00,POSSIBLE LONG,4394.10009765625,4355.951429548599,4457.6812111690015,90,61.56434668291357,-4.890022456902443,-10.245200097325315,25.432445405100676,LOSS
2026-01-02 01:00:00-05:00,POSSIBLE LONG,4387.60009765625,4351.319191556288,4448.068274489519,90,59.53006195077637,-1.0906094649526494,-8.414281970850782,24.18727073330777,LOSS
2026-01-02 02:00:00-05:00,POSSIBLE LONG,4394.7001953125,4359.800089146018,4452.867038923304,90,61.04428312248358,2.464956760178211,-6.238434224644983,23.2667374443215,LOSS
2026-01-02 04:00:00-05:00,POSSIBLE LONG,4397.5,4364.826204147666,4451.956326420556,90,61.39231991119706,7.82407293266715,-1.534736840798128,21.782530568222363,LOSS
2026-01-02 08:00:00-05:00,POSSIBLE LONG,4377.60009765625,4345.54825033386,4431.019843193567,90,52.05108173502603,11.772784138423049,6.452630981797776,21.367898214926697,LOSS
2026-01-02 09:00:00-05:00,POSSIBLE LONG,4364.7001953125,4332.087807508674,4419.054174985544,90,48.087323619556386,9.42826916345166,7.047758618128553,21.741591869217647,LOSS
2026-01-02 10:00:00-05:00,POSSIBLE SHORT,4346.5,4379.707962921633,4291.153395130611,90,43.10039713644163,6.032086361397887,6.84462416678242,22.138641947755673,LOSS
2026-01-02 11:00:00-05:00,POSSIBLE SHORT,4337.5,4370.832425531025,4281.945957448291,90,40.844658525241044,2.584568936867072,5.992613120799351,22.22161702068384,LOSS
2026-01-02 12:00:00-05:00,POSSIBLE SHORT,4332.89990234375,4365.094307942873,4279.242559678546,90,39.70094419539644,-0.5128906126155925,4.691512374116363,21.462937066081423,LOSS
2026-01-02 13:00:00-05:00,POSSIBLE SHORT,4325.2998046875,4356.737456566372,4272.903718222713,90,37.816842409175784,-3.5401058491752337,3.0451887294580438,20.95843458591489,LOSS
2026-01-02 14:00:00-05:00,POSSIBLE SHORT,4328.10009765625,4358.460101967881,4277.500090470197,90,38.96616817520464,-5.648127397699682,1.306525504026499,20.24000287442097,LOSS
2026-01-02 15:00:00-05:00,POSSIBLE SHORT,4341.2998046875,4370.991237262587,4291.814083729023,90,44.20143595014598,-6.182377025558708,-0.1912550018905425,19.7942883833909,LOSS
2026-01-02 16:00:00-05:00,POSSIBLE SHORT,4329.60009765625,4358.574295510572,4281.309767899048,90,40.85623661738164,-7.463804194886507,-1.6457648404897356,19.316131902880837,LOSS
2026-01-05 06:00:00-05:00,POSSIBLE LONG,4430.7001953125,4402.49606039901,4477.707086834983,90,61.77852837365328,20.873007321341902,16.252055709411657,18.80275660899331,WIN
2026-01-05 07:00:00-05:00,POSSIBLE LONG,4421.39990234375,4393.46394085042,4467.959838165966,90,57.75951852273336,19.35604178117046,16.872852923763418,18.623974328886643,WIN
2026-01-05 08:00:00-05:00,POSSIBLE LONG,4428.7998046875,4400.330687123381,4476.248333961032,90,59.98983209936881,18.5372599434304,17.205734327696813,18.979411709412595,WIN
2026-01-06 04:00:00-05:00,POSSIBLE SHORT,4456.5,4482.716764873635,4412.805391877276,90,53.034024234629996,14.39396340854546,16.60338645575436,17.477843249089705,LOSS
2026-01-06 05:00:00-05:00,POSSIBLE SHORT,4461.7001953125,4487.490762695161,4418.715916341399,90,54.89213333439584,13.119677776609933,15.906644719925476,17.19371158844044,LOSS
2026-01-06 20:00:00-05:00,POSSIBLE SHORT,4476.5,4501.004737174992,4435.658771375013,90,49.10196223246619,12.637055640754625,14.774821756182495,16.336491449994764,WIN
2026-01-06 21:00:00-05:00,POSSIBLE SHORT,4486.0,4510.940102627895,4444.433162286842,90,53.14480474040095,11.213473731356316,14.062552151217261,16.626735085262997,WIN
2026-01-06 22:00:00-05:00,POSSIBLE SHORT,4485.7001953125,4509.80169825492,4445.5310237418,90,53.001725939176985,9.946426861669352,13.23932709330768,16.067668628279925,WIN
2026-01-06 23:00:00-05:00,POSSIBLE SHORT,4474.39990234375,4498.22629793314,4434.6892430281005,90,47.78018950705115,7.938928856724488,12.179247445991042,15.884263726259931,WIN
2026-01-07 00:00:00-05:00,POSSIBLE SHORT,4464.10009765625,4489.138914487023,4422.368736271629,90,43.56718636022522,5.453993819583047,10.834196720709443,16.692544553848506,OPEN
2026-01-07 01:00:00-05:00,POSSIBLE SHORT,4454.7998046875,4480.053726956699,4412.709934238834,90,40.12662817569469,2.7030499061438604,9.207967357796326,16.83594817946647,LOSS
2026-01-07 02:00:00-05:00,POSSIBLE SHORT,4470.7998046875,4496.735610578096,4427.573461536506,90,47.768656251723556,1.7933012570829305,7.7250341376536475,17.290537260397436,WIN
2026-01-07 03:00:00-05:00,POSSIBLE SHORT,4478.2998046875,4504.108063477652,4435.286040037247,90,50.93030921212411,1.6583893382221504,6.5117051777673485,17.20550586010119,WIN
2026-01-07 04:00:00-05:00,POSSIBLE SHORT,4473.60009765625,4498.561317035052,4431.998065358247,90,48.93152479922539,1.1588846888926128,5.441141079992402,16.640812919201107,WIN
2026-01-07 05:00:00-05:00,POSSIBLE SHORT,4474.2001953125,4498.396327592815,4433.87330817864,90,49.205644923328926,0.8021992673939167,4.5133527174727055,16.130754853543884,WIN
2026-01-07 06:00:00-05:00,POSSIBLE SHORT,4456.89990234375,4481.360554751364,4416.1321483310585,90,42.17688456783701,-0.8664773454456736,3.43738670488903,16.307101605076465,WIN
2026-01-07 07:00:00-05:00,POSSIBLE SHORT,4454.5,4478.884901984527,4413.858496692456,90,41.295647247912726,-2.3554158775659744,2.278826188398029,16.25660132301743,OPEN
2026-01-07 08:00:00-05:00,POSSIBLE SHORT,4462.89990234375,4488.371586580498,4420.447095282504,90,45.58143646827442,-2.8250431345395555,1.2580523238105124,16.98112282449833,WIN
2026-01-07 09:00:00-05:00,POSSIBLE SHORT,4454.60009765625,4480.245243482113,4411.858187946477,90,42.295683768912575,-3.822883175507741,0.24186522394686177,17.096763883909162,OPEN
2026-01-07 10:00:00-05:00,POSSIBLE SHORT,4453.60009765625,4480.584886386293,4408.625449772845,90,41.90374652833987,-4.640873142926466,-0.7346824494278039,17.98985915336208,OPEN
2026-01-07 11:00:00-05:00,POSSIBLE SHORT,4474.2001953125,4501.914621064058,4428.00948572657,90,51.8104149929859,-3.5855483967543478,-1.3048556388931127,18.476283834371934,WIN
2026-01-07 12:00:00-05:00,POSSIBLE SHORT,4461.7998046875,4489.2596390628305,4416.033414061949,90,46.6532376984984,-3.707071014177018,-1.785298713949894,18.30655625022037,WIN
